变量,所属功能组,流感组中位数,健康组中位数,流感组IQR,健康组IQR,Mann-Whitney U,原始p值,Cliff's delta,单变量AUC,AUC强度,方向,组内FDR校正p值,全局BH校正p值,潜力评级
PLT,凝血与止血,206.5,231.5,70.0,59.25,8917.5,0.0009312169974827631,-0.27945216548157725,0.36027391725921143,0.6397260827407886,↓,0.0009312169974827631,0.0011972789967635525,低
