簇,WBC_变换后,N_变换后,L_变换后,M_变换后,RBC_变换后,HB_变换后,PLT_变换后,RDW_变换后
0,0.6668662209865307,0.5828723812651017,0.17401275312759432,0.5101302313374809,0.4994472866737531,0.4220574212819744,0.3962367168433313,-0.01995139363892129
1,-0.5954162687379743,-0.5204217689866977,-0.15536852957820924,-0.45547342083703635,-0.44593507738727917,-0.37683698328747756,-0.353782782895833,0.017813750172302214
