总样本量N,流感组n1,健康组n2,n1/n2,重采样,少数类,EPV按10事件/变量建议上限,影响说明
528,476,52,9.153846153846153,不进行,健康组,5,小样本侧中位数/IQR不稳定，已输出bootstrap置信区间；检验不显著不等于无差异；EPV约束建模变量数
